Taxid	Name	Taxid2	Length	tax_id	parent_id	rank	tax_name	root	below_root	superkingdom	below_superkingdom	below_below_superkingdom	below_below_below_superkingdom	below_below_below_below_superkingdom	below_below_below_below_below_superkingdom	below_below_below_below_below_below_superkingdom	kingdom	subkingdom	superphylum	phylum	below_phylum	below_below_phylum	subphylum	below_subphylum	below_below_subphylum	class	below_class	below_below_class	subclass	order	below_order	below_below_order	suborder	family	below_family	below_below_family	below_below_below_family	subfamily	below_subfamily	tribe	genus	below_genus	below_below_genus	subgenus	species_group	species_subgroup	below_species_subgroup	species	below_species	below_below_species	below_below_below_species	subspecies	below_subspecies	below_below_subspecies	below_below_below_subspecies	varietas	below_varietas
5885	"Paramecium_caudatum"	5885	43660	5885	5884	species	Paramecium_caudatum	1	131567	2759	33630	5878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	431838	NA	NA	6020	NA	NA	NA	33825	NA	NA	NA	340080	NA	NA	NA	NA	NA	NA	5884	NA	NA	NA	NA	NA	NA	5885	NA	NA	NA	NA	NA	NA	NA	NA	NA
5889	"Paramecium_aurelia"	5889	40469	5889	5884	species	Paramecium_aurelia	1	131567	2759	33630	5878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	431838	NA	NA	6020	NA	NA	NA	33825	NA	NA	NA	340080	NA	NA	NA	NA	NA	NA	5884	NA	NA	NA	NA	NA	NA	5889	NA	NA	NA	NA	NA	NA	NA	NA	NA
5901	"Tetrahymena_malaccensis"	5901	47691	5901	5890	species	Tetrahymena_malaccensis	1	131567	2759	33630	5878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	431838	NA	NA	6020	NA	NA	NA	31277	37093	NA	NA	291294	NA	NA	NA	NA	NA	NA	5890	NA	NA	NA	NA	NA	NA	5901	NA	NA	NA	NA	NA	NA	NA	NA	NA
5905	"Tetrahymena_paravorax"	5905	47496	5905	5890	species	Tetrahymena_paravorax	1	131567	2759	33630	5878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	431838	NA	NA	6020	NA	NA	NA	31277	37093	NA	NA	291294	NA	NA	NA	NA	NA	NA	5890	NA	NA	NA	NA	NA	NA	5905	NA	NA	NA	NA	NA	NA	NA	NA	NA
5907	"Tetrahymena_pigmentosa"	5907	46990	5907	5890	species	Tetrahymena_pigmentosa	1	131567	2759	33630	5878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	431838	NA	NA	6020	NA	NA	NA	31277	37093	NA	NA	291294	NA	NA	NA	NA	NA	NA	5890	NA	NA	NA	NA	NA	NA	5907	NA	NA	NA	NA	NA	NA	NA	NA	NA
5908	"Tetrahymena_pyriformis"	5908	47296	5908	5890	species	Tetrahymena_pyriformis	1	131567	2759	33630	5878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	431838	NA	NA	6020	NA	NA	NA	31277	37093	NA	NA	291294	NA	NA	NA	NA	NA	NA	5890	NA	NA	NA	NA	NA	NA	5908	NA	NA	NA	NA	NA	NA	NA	NA	NA
5911	"Tetrahymena_thermophila"	5911	152354523	5911	5890	species	Tetrahymena_thermophila	1	131567	2759	33630	5878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	431838	NA	NA	6020	NA	NA	NA	31277	37093	NA	NA	291294	NA	NA	NA	NA	NA	NA	5890	NA	NA	NA	NA	NA	NA	5911	NA	NA	NA	NA	NA	NA	NA	NA	NA
5932	"Ichthyophthirius_multifiliis"	5932	59512964	5932	5931	species	Ichthyophthirius_multifiliis	1	131567	2759	33630	5878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	431838	NA	NA	6020	NA	NA	NA	31277	37090	NA	NA	NA	NA	NA	NA	NA	NA	NA	5931	NA	NA	NA	NA	NA	NA	5932	NA	NA	NA	NA	NA	NA	NA	NA	NA
10243	"Cowpox_virus"	10243	224499	10243	10242	species	Cowpox_virus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10240	NA	NA	NA	10241	NA	NA	10242	NA	NA	NA	NA	NA	NA	10243	NA	NA	NA	NA	NA	NA	NA	NA	NA
10245	"Vaccinia_virus"	10245	194711	10245	10242	species	Vaccinia_virus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10240	NA	NA	NA	10241	NA	NA	10242	NA	NA	NA	NA	NA	NA	10245	NA	NA	NA	NA	NA	NA	NA	NA	NA
10255	"Variola_virus"	10255	185578	10255	10242	species	Variola_virus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10240	NA	NA	NA	10241	NA	NA	10242	NA	NA	NA	NA	NA	NA	10255	NA	NA	NA	NA	NA	NA	NA	NA	NA
10258	"Orf_virus"	10258	139962	10258	10257	species	Orf_virus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10240	NA	NA	NA	10241	NA	NA	10257	NA	NA	NA	NA	NA	NA	10258	NA	NA	NA	NA	NA	NA	NA	NA	NA
10261	"Fowlpox_virus"	10261	288539	10261	10260	species	Fowlpox_virus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10240	NA	NA	NA	10241	NA	NA	10260	NA	NA	NA	NA	NA	NA	10261	NA	NA	NA	NA	NA	NA	NA	NA	NA
10266	"Sheeppox_virus"	10266	149955	10266	10265	species	Sheeppox_virus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10240	NA	NA	NA	10241	NA	NA	10265	NA	NA	NA	NA	NA	NA	10266	NA	NA	NA	NA	NA	NA	NA	NA	NA
10271	"Rabbit_fibroma_virus"	10271	159857	10271	10270	species	Rabbit_fibroma_virus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10240	NA	NA	NA	10241	NA	NA	10270	NA	NA	NA	NA	NA	NA	10271	NA	NA	NA	NA	NA	NA	NA	NA	NA
10273	"Myxoma_virus"	10273	161773	10273	10270	species	Myxoma_virus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10240	NA	NA	NA	10241	NA	NA	10270	NA	NA	NA	NA	NA	NA	10273	NA	NA	NA	NA	NA	NA	NA	NA	NA
10276	"Swinepox_virus"	10276	146454	10276	10275	species	Swinepox_virus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10240	NA	NA	NA	10241	NA	NA	10275	NA	NA	NA	NA	NA	NA	10276	NA	NA	NA	NA	NA	NA	NA	NA	NA
10280	"Molluscum_contagiosum_virus_subtype_1"	10280	190289	10280	10279	below_species	Molluscum_contagiosum_virus_subtype_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10240	NA	NA	NA	10241	NA	NA	10278	NA	NA	NA	NA	NA	NA	10279	10280	NA	NA	NA	NA	NA	NA	NA	NA
10298	"Human_herpesvirus_1"	10298	152261	10298	10294	species	Human_herpesvirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	10294	NA	NA	NA	NA	NA	NA	10298	NA	NA	NA	NA	NA	NA	NA	NA	NA
10310	"Human_herpesvirus_2"	10310	154746	10310	10294	species	Human_herpesvirus_2	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	10294	NA	NA	NA	NA	NA	NA	10310	NA	NA	NA	NA	NA	NA	NA	NA	NA
10317	"Cercopithecine_herpesvirus_2"	10317	150715	10317	10294	species	Cercopithecine_herpesvirus_2	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	10294	NA	NA	NA	NA	NA	NA	10317	NA	NA	NA	NA	NA	NA	NA	NA	NA
10320	"Bovine_herpesvirus_1"	10320	135301	10320	10319	species	Bovine_herpesvirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	10319	NA	NA	NA	NA	NA	NA	10320	NA	NA	NA	NA	NA	NA	NA	NA	NA
10325	"Macacine_herpesvirus_1"	10325	156789	10325	10294	species	Macacine_herpesvirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	10294	NA	NA	NA	NA	NA	NA	10325	NA	NA	NA	NA	NA	NA	NA	NA	NA
10326	"Equid_herpesvirus_1"	10326	150224	10326	10319	species	Equid_herpesvirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	10319	NA	NA	NA	NA	NA	NA	10326	NA	NA	NA	NA	NA	NA	NA	NA	NA
10331	"Equid_herpesvirus_4"	10331	145597	10331	10319	species	Equid_herpesvirus_4	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	10319	NA	NA	NA	NA	NA	NA	10331	NA	NA	NA	NA	NA	NA	NA	NA	NA
10334	"Felid_herpesvirus_1"	10334	135797	10334	10319	species	Felid_herpesvirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	10319	NA	NA	NA	NA	NA	NA	10334	NA	NA	NA	NA	NA	NA	NA	NA	NA
10335	"Human_herpesvirus_3"	10335	124884	10335	10319	species	Human_herpesvirus_3	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	10319	NA	NA	NA	NA	NA	NA	10335	NA	NA	NA	NA	NA	NA	NA	NA	NA
10345	"Suid_herpesvirus_1"	10345	143461	10345	10319	species	Suid_herpesvirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	10319	NA	NA	NA	NA	NA	NA	10345	NA	NA	NA	NA	NA	NA	NA	NA	NA
10359	"Human_herpesvirus_5"	10359	235646	10359	10358	species	Human_herpesvirus_5	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10357	NA	NA	10358	NA	NA	NA	NA	NA	NA	10359	NA	NA	NA	NA	NA	NA	NA	NA	NA
10366	"Murid_herpesvirus_1"	10366	230278	10366	10365	species	Murid_herpesvirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10357	NA	NA	10365	NA	NA	NA	NA	NA	NA	10366	NA	NA	NA	NA	NA	NA	NA	NA	NA
10372	"Human_herpesvirus_7"	10372	153080	10372	40272	species	Human_herpesvirus_7	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10357	NA	NA	40272	NA	NA	NA	NA	NA	NA	10372	NA	NA	NA	NA	NA	NA	NA	NA	NA
10376	"Human_herpesvirus_4"	10376	171823	10376	10375	species	Human_herpesvirus_4	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10374	NA	NA	10375	NA	NA	NA	NA	NA	NA	10376	NA	NA	NA	NA	NA	NA	NA	NA	NA
10381	"Saimiriine_herpesvirus_2"	10381	112930	10381	10379	species	Saimiriine_herpesvirus_2	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10374	NA	NA	10379	NA	NA	NA	NA	NA	NA	10381	NA	NA	NA	NA	NA	NA	NA	NA	NA
10385	"Bovine_herpesvirus_4"	10385	108873	10385	10379	species	Bovine_herpesvirus_4	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10374	NA	NA	10379	NA	NA	NA	NA	NA	NA	10385	NA	NA	NA	NA	NA	NA	NA	NA	NA
10386	"Gallid_herpesvirus_1"	10386	148687	10386	180255	species	Gallid_herpesvirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	180255	NA	NA	NA	NA	NA	NA	10386	NA	NA	NA	NA	NA	NA	NA	NA	NA
10390	"Gallid_herpesvirus_2"	10390	177874	10390	180252	species	Gallid_herpesvirus_2	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10293	NA	NA	180252	NA	NA	NA	NA	NA	NA	10390	NA	NA	NA	NA	NA	NA	NA	NA	NA
10397	"Tupaiid_herpesvirus_1"	10397	195859	10397	686603	species	Tupaiid_herpesvirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10357	686603	NA	NA	NA	NA	NA	NA	NA	NA	10397	NA	NA	NA	NA	NA	NA	NA	NA	NA
10398	"Ovine_herpesvirus_2"	10398	135135	10398	548687	species	Ovine_herpesvirus_2	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	10292	NA	NA	NA	10374	NA	NA	548687	NA	NA	NA	NA	NA	NA	10398	NA	NA	NA	NA	NA	NA	NA	NA	NA
10401	"Ictalurid_herpesvirus_1"	10401	134226	10401	172653	species	Ictalurid_herpesvirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548681	NA	NA	NA	548682	NA	NA	NA	NA	NA	NA	172653	NA	NA	NA	NA	NA	NA	10401	NA	NA	NA	NA	NA	NA	NA	NA	NA
10406	"Ground_squirrel_hepatitis_virus"	10406	3311	10406	10405	species	Ground_squirrel_hepatitis_virus	1	NA	10239	35268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10404	NA	NA	NA	NA	NA	NA	10405	NA	NA	NA	NA	NA	NA	10406	NA	NA	NA	NA	NA	NA	NA	NA	NA
10407	"Hepatitis_B_virus"	10407	3215	10407	10405	species	Hepatitis_B_virus	1	NA	10239	35268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10404	NA	NA	NA	NA	NA	NA	10405	NA	NA	NA	NA	NA	NA	10407	NA	NA	NA	NA	NA	NA	NA	NA	NA
10449	"Lymantria_dispar_multiple_nucleopolyhedrovirus"	10449	161046	10449	558016	species	Lymantria_dispar_multiple_nucleopolyhedrovirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10442	NA	NA	NA	NA	NA	NA	558016	NA	NA	NA	NA	NA	NA	10449	NA	NA	NA	NA	NA	NA	NA	NA	NA
10454	"Spodoptera_exigua_multiple_nucleopolyhedrovirus"	10454	135611	10454	558016	species	Spodoptera_exigua_multiple_nucleopolyhedrovirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10442	NA	NA	NA	NA	NA	NA	558016	NA	NA	NA	NA	NA	NA	10454	NA	NA	NA	NA	NA	NA	NA	NA	NA
10455	"Spodoptera_frugiperda_multiple_nucleopolyhedrovirus"	10455	131331	10455	558016	species	Spodoptera_frugiperda_multiple_nucleopolyhedrovirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10442	NA	NA	NA	NA	NA	NA	558016	NA	NA	NA	NA	NA	NA	10455	NA	NA	NA	NA	NA	NA	NA	NA	NA
10464	"Agrotis_segetum_granulovirus"	10464	131680	10464	342107	species	Agrotis_segetum_granulovirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10442	NA	NA	NA	NA	NA	NA	558017	342107	NA	NA	NA	NA	NA	10464	NA	NA	NA	NA	NA	NA	NA	NA	NA
10468	"Helicoverpa_zea_single_nucleopolyhedrovirus"	10468	130869	10468	558016	species	Helicoverpa_zea_single_nucleopolyhedrovirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10442	NA	NA	NA	NA	NA	NA	558016	NA	NA	NA	NA	NA	NA	10468	NA	NA	NA	NA	NA	NA	NA	NA	NA
10484	"Campoletis_sonorensis_ichnovirus"	10484	246734	10484	10483	species	Campoletis_sonorensis_ichnovirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10482	NA	NA	NA	NA	NA	NA	10483	NA	NA	NA	NA	NA	NA	10484	NA	NA	NA	NA	NA	NA	NA	NA	NA
10493	"Frog_virus_3"	10493	105903	10493	10492	species	Frog_virus_3	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10486	NA	NA	NA	NA	NA	NA	10492	NA	NA	NA	NA	NA	NA	10493	NA	NA	NA	NA	NA	NA	NA	NA	NA
10497	"African_swine_fever_virus"	10497	170101	10497	39743	species	African_swine_fever_virus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137992	NA	NA	NA	NA	NA	NA	39743	NA	NA	NA	NA	NA	NA	10497	NA	NA	NA	NA	NA	NA	NA	NA	NA
10506	"Paramecium_bursaria_Chlorella_virus_1"	10506	330611	10506	181083	species	Paramecium_bursaria_Chlorella_virus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10501	NA	NA	NA	NA	NA	NA	181083	NA	NA	NA	NA	NA	NA	10506	NA	NA	NA	NA	NA	NA	NA	NA	NA
10537	"Canine_adenovirus_A"	10537	30536	10537	10509	species	Canine_mastadenovirus_A	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10508	NA	NA	NA	NA	NA	NA	10509	NA	NA	NA	NA	NA	NA	10537	NA	NA	NA	NA	NA	NA	NA	NA	NA
10561	"Xipapillomavirus_1"	10561	7276	10561	333921	species	Xipapillomavirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	333921	NA	NA	NA	NA	NA	NA	10561	NA	NA	NA	NA	NA	NA	NA	NA	NA
10564	"Deltapapillomavirus_2"	10564	8374	10564	325454	species	Deltapapillomavirus_2	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	325454	NA	NA	NA	NA	NA	NA	10564	NA	NA	NA	NA	NA	NA	NA	NA	NA
10565	"Deltapapillomavirus_1"	10565	8095	10565	325454	species	Deltapapillomavirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	325454	NA	NA	NA	NA	NA	NA	10565	NA	NA	NA	NA	NA	NA	NA	NA	NA
10567	"Iotapapillomavirus_1"	10567	7687	10567	325456	species	Iotapapillomavirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	325456	NA	NA	NA	NA	NA	NA	10567	NA	NA	NA	NA	NA	NA	NA	NA	NA
10568	"Micromys_minutus_papillomavirus_1"	10568	7393	10568	1176145	below_species	Micromys_minutus_papillomavirus_1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	334211	NA	NA	NA	NA	NA	NA	1176145	10568	NA	NA	NA	NA	NA	NA	NA	NA
10570	"Alphapapillomavirus_12"	10570	8028	10570	333750	species	Alphapapillomavirus_12	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	333750	NA	NA	NA	NA	NA	NA	10570	NA	NA	NA	NA	NA	NA	NA	NA	NA
10589	"Human_papillomavirus_type_41"	10589	7614	10589	334205	below_species	Human_papillomavirus_type_41	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	475861	NA	NA	NA	NA	NA	NA	334205	10589	NA	NA	NA	NA	NA	NA	NA	NA
10600	"Human_papillomavirus_type_6b"	10600	7902	10600	333754	below_species	Human_papillomavirus_type_6b	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	333750	NA	NA	NA	NA	NA	NA	333754	10600	NA	NA	NA	NA	NA	NA	NA	NA
10616	"Human_papillomavirus_type_49"	10616	7560	10616	334207	below_species	Human_papillomavirus_type_49	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	333922	NA	NA	NA	NA	NA	NA	334207	10616	NA	NA	NA	NA	NA	NA	NA	NA
10617	"Human_papillomavirus_type_4"	10617	7353	10617	333926	below_species	Human_papillomavirus_type_4	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	325455	NA	NA	NA	NA	NA	NA	333926	10617	NA	NA	NA	NA	NA	NA	NA	NA
10620	"Human_papillomavirus_type_7"	10620	8027	10620	333757	below_species	Human_papillomavirus_type_7	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	333750	NA	NA	NA	NA	NA	NA	333757	10620	NA	NA	NA	NA	NA	NA	NA	NA
10621	"Human_papillomavirus_type_9"	10621	7434	10621	333924	below_species	Human_papillomavirus_type_9	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	333922	NA	NA	NA	NA	NA	NA	333924	10621	NA	NA	NA	NA	NA	NA	NA	NA
10623	"Kappapapillomavirus_2"	10623	7868	10623	325457	species	Kappapapillomavirus_2	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	325457	NA	NA	NA	NA	NA	NA	10623	NA	NA	NA	NA	NA	NA	NA	NA	NA
10626	"Hamster_polyomavirus"	10626	5366	10626	10624	species	Hamster_polyomavirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151341	NA	NA	NA	NA	NA	NA	10624	NA	NA	NA	NA	NA	NA	10626	NA	NA	NA	NA	NA	NA	NA	NA	NA
10627	"Bovine_polyomavirus"	10627	4697	10627	10624	species	Bovine_polyomavirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151341	NA	NA	NA	NA	NA	NA	10624	NA	NA	NA	NA	NA	NA	10627	NA	NA	NA	NA	NA	NA	NA	NA	NA
10629	"BK_polyomavirus"	10629	5153	10629	10624	species	BK_polyomavirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151341	NA	NA	NA	NA	NA	NA	10624	NA	NA	NA	NA	NA	NA	10629	NA	NA	NA	NA	NA	NA	NA	NA	NA
10632	"JC_polyomavirus"	10632	5130	10632	10624	species	JC_polyomavirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151341	NA	NA	NA	NA	NA	NA	10624	NA	NA	NA	NA	NA	NA	10632	NA	NA	NA	NA	NA	NA	NA	NA	NA
10633	"Simian_virus_40"	10633	5243	10633	10624	species	Simian_virus_40	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151341	NA	NA	NA	NA	NA	NA	10624	NA	NA	NA	NA	NA	NA	10633	NA	NA	NA	NA	NA	NA	NA	NA	NA
